news_source,mfch_rating,allsides_url,url,bias_rating,twitter_link,twitter_user,twitter_user2,is_tweet,instagram_user,instagram_user2,gov_official,uncertainty,comments,html_files,actor,status_edrev,status_commfeed,count_commfeed,status_blind,status_third,sources_third,confidence
The American Spectator,RIGHT,https://www.allsides.com/news-source/american-spectator,http://spectator.org/,75,https://twitter.com/amspectator,amspectator,NA,1,theamericanspectator,NA,NA,NA,NA,The American Spectator.html,News Media,checked0,checked1,16258,checked0,checked0,NA,Medium
The Appeal,,https://www.allsides.com/news-source/appeal-media-bias,https://theappeal.org/,73,https://twitter.com/theappeal?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,theappeal,NA,1,NA,NA,NA,NA,NA,The Appeal.html,News Media,checked0,checked1,218,checked0,checked0,NA,Low or Initial Rating
The Argument,,https://www.allsides.com/news-source/argument-media-bias,https://www.nytimes.com/column/the-argument,2707,NA,NA,NA,0,NA,NA,NA,NA,NA,The Argument.html,Podcast,checked0,checked0,0,checked0,checked0,NA,Low or Initial Rating
The Atlantic,LEFT-CENTER,https://www.allsides.com/news-source/atlantic,http://www.theatlantic.com/,72,https://twitter.com/TheAtlantic,TheAtlantic,NA,1,theatlantic,NA,NA,NA,NA,The Atlantic.html,News Media,checked0,checked1,22978,checked0,checked0,NA,Low or Initial Rating
The Bellows,,https://www.allsides.com/news-source/bellows-media-bias,https://www.thebellows.org/,73,https://twitter.com/the_bellows_,The_Bellows_,NA,1,NA,NA,NA,NA,NA,The Bellows.html,News Media,checked0,checked0,31,checked0,checked0,NA,Low or Initial Rating
The Ben Shapiro Show,,https://www.allsides.com/news-source/ben-shapiro-show-media-bias,https://www.dailywire.com/show/the-ben-shapiro-show,75,NA,NA,NA,0,NA,NA,NA,NA,NA,The Ben Shapiro Show.html,Podcast,checked0,checked0,8,checked0,checked0,NA,Low or Initial Rating
The Borowitz Report,,https://www.allsides.com/news-source/borowitz-report-media-bias,https://www.newyorker.com/humor/borowitz-report,71,https://twitter.com/borowitzreport,BorowitzReport,NA,1,NA,NA,NA,NA,NA,The Borowitz Report.html,Humor & Satire,checked0,checked0,12,checked0,checked0,NA,Low or Initial Rating
The Boston Globe,LEFT-CENTER,https://www.allsides.com/news-source/boston-globe,http://www.bostonglobe.com/,71,https://twitter.com/BostonGlobe,BostonGlobe,NA,1,bostonglobe,NA,NA,NA,NA,The Boston Globe.html,News Media,checked0,checked1,3119,checked0,checked0,NA,Low or Initial Rating
The Bulwark,RIGHT-CENTER,https://www.allsides.com/news-source/bulwark-media-bias,NA,74,https://twitter.com/BulwarkOnline?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,BulwarkOnline,NA,1,NA,NA,NA,NA,NA,The Bulwark.html,News Media,checked0,checked1,243,checked0,checked0,NA,Low or Initial Rating
The Cadiz Record,,https://www.allsides.com/news-source/cadiz-record,http://www.cadizrecord.com/,72,https://twitter.com/thecadizrecord,TheCadizRecord,NA,1,NA,NA,NA,NA,NA,The Cadiz Record.html,News Media,checked0,checked1,405,checked0,checked0,NA,Low or Initial Rating
The Canyon County Zephyr,,https://www.allsides.com/news-source/canyon-county-zephry,http://www.canyoncountryzephyr.com/,71,NA,NA,NA,0,NA,NA,NA,NA,NA,The Canyon County Zephyr.html,News Media,checked0,checked1,363,checked0,checked0,NA,High
The Catalyst,,https://www.allsides.com/news-source/catalyst-bush-institute-media-bias,https://www.bushcenter.org/catalyst/index.html,74,NA,NA,NA,0,NA,NA,NA,NA,NA,The Catalyst.html,Think Tank / Policy Group,checked0,checked0,48,checked0,checked0,NA,Low or Initial Rating
The Center for American Progress,,https://www.allsides.com/news-source/center-american-progress-media-bias,https://www.americanprogress.org/,72,https://twitter.com/amprog?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,amprog,NA,1,NA,NA,NA,NA,NA,The Center for American Progress.html,Think Tank / Policy Group,checked0,checked0,70,checked0,checked0,NA,Low or Initial Rating
The Center Square - Michigan,,https://www.allsides.com/news-source/center-square-michigan-media-bias,https://www.thecentersquare.com/michigan/,73,https://twitter.com/thecentersquare?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,thecentersquare,NA,1,NA,NA,NA,1,"twitter account might for a broader organization, not just michigan",The Center Square - Michigan.html,News Media,checked0,checked1,262,checked0,checked0,NA,Low or Initial Rating
The Chicago Genius,,https://www.allsides.com/news-source/chicago-genius-media-bias,NA,71,https://twitter.com/chicago_genius?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,chicago_genius,NA,1,NA,NA,NA,NA,NA,The Chicago Genius.html,Humor & Satire,checked0,checked0,15,checked0,checked0,NA,Low or Initial Rating
The Christian Post,RIGHT,https://www.allsides.com/news-source/christian-post-media-bias,https://www.christianpost.com/,74,https://twitter.com/ChristianPost?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ChristianPost,NA,1,NA,NA,NA,NA,NA,The Christian Post.html,News Media,checked0,checked0,60,checked0,checked0,NA,Low or Initial Rating
The College Fix,RIGHT,https://www.allsides.com/news-source/college-fix,https://www.thecollegefix.com/,75,https://twitter.com/collegefix,CollegeFix,NA,1,NA,NA,NA,NA,NA,The College Fix.html,News Media,checked0,checked1,470,checked0,checked0,NA,Low or Initial Rating
The Colorado Sun,LEFT-CENTER,https://www.allsides.com/news-source/colorado-sun-media-bias,https://coloradosun.com/,72,https://twitter.com/ColoradoSun?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ColoradoSun,NA,1,NA,NA,NA,NA,NA,The Colorado Sun.html,News Media,checked0,checked1,85,checked0,checked0,NA,Low or Initial Rating
The Columbus Dispatch,LEFT-CENTER,https://www.allsides.com/news-source/columbus-dispatch-media-bias,https://www.dispatch.com/,73,https://twitter.com/DispatchAlerts?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,DispatchAlerts,NA,1,NA,NA,NA,NA,NA,The Columbus Dispatch.html,News Media,checked0,checked0,48,checked0,checked0,NA,Low or Initial Rating
The Commercial Appeal,LEAST BIASED,https://www.allsides.com/news-source/commercial-appeal,http://www.commercialappeal.com/,72,https://twitter.com/memphisnews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,memphisnews,NA,1,NA,NA,NA,NA,NA,The Commercial Appeal.html,News Media,checked0,checked1,445,checked0,checked0,NA,Low or Initial Rating
The Conversation,,https://www.allsides.com/news-source/conversation-media-bias,https://theconversation.com/us,72,https://twitter.com/conversationus,ConversationUS,NA,1,NA,NA,NA,NA,NA,The Conversation.html,Author,checked0,checked0,53,checked0,checked0,NA,Low or Initial Rating
The Conversation,,https://www.allsides.com/news-source/conversation-media-bias-0,NA,72,NA,NA,NA,0,NA,NA,NA,NA,NA,The Conversation.html,Author,checked0,checked0,53,checked0,checked0,NA,Low or Initial Rating
The Courier-Journal,LEFT-CENTER,https://www.allsides.com/news-source/courier-journal,http://www.courier-journal.com/,72,https://twitter.com/courierjournal,courierjournal,NA,1,courierjournal,NA,NA,NA,NA,The Courier-Journal.html,News Media,checked0,checked1,592,checked0,checked0,NA,Low or Initial Rating
The Daily,,https://www.allsides.com/news-source/daily-media-bias,https://www.nytimes.com/column/the-daily,72,NA,NA,NA,0,NA,NA,NA,1,host of the Daily: https://twitter.com/mikiebarb?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Daily Break,,https://www.allsides.com/news-source/daily-break-media-bias,https://www.newsweek.com/podcasts,73,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Daily Caller,RIGHT,https://www.allsides.com/news-source/daily-caller,http://dailycaller.com/,75,https://twitter.com/DailyCaller?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,DailyCaller,NA,1,dailycaller,NA,NA,NA,NA,The Daily Caller.html,News Media,checked1,checked1,14158,checked1,checked0,NA,Medium
The Daily Dot,LEFT,https://www.allsides.com/news-source/daily-dot-media-bias,https://www.dailydot.com/,72,https://twitter.com/dailydot?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,dailydot,NA,1,NA,NA,NA,NA,NA,The Daily Dot.html,News Media,checked0,checked1,306,checked0,checked0,NA,Low or Initial Rating
The Daily Show,,https://www.allsides.com/news-source/daily-show,http://www.thedailyshow.com/,72,https://twitter.com/@TheDailyShow,TheDailyShow,NA,1,thedailyshow,NA,NA,NA,NA,The Daily Show.html,Humor & Satire,checked0,checked1,2607,checked0,checked1,Third-Party Analysis: 2014 Pew Research Center Study - Where News Audiences Fit on the Political Spectrum,Medium
The Daily Signal,RIGHT,https://www.allsides.com/news-source/daily-signal,NA,75,https://twitter.com/DailySignal?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,DailySignal,NA,1,NA,NA,NA,NA,NA,The Daily Signal.html,News Media,checked0,checked1,804,checked0,checked0,NA,Low or Initial Rating
The Daily Wire,RIGHT,https://www.allsides.com/news-source/daily-wire,http://www.dailywire.com/,75,https://twitter.com/@realDailyWire,realDailyWire,NA,1,realdailywire,NA,NA,NA,NA,The Daily Wire.html,News Media,checked0,checked1,14837,checked0,checked0,NA,Medium
The Dallas Morning News,RIGHT-CENTER,https://www.allsides.com/news-source/dallas-morning-news,http://www.dallasnews.com/,73,https://twitter.com/dallasnews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,dallasnews,NA,1,dallasnews,NA,NA,NA,NA,The Dallas Morning News.html,News Media,checked0,checked1,501,checked0,checked0,NA,Low or Initial Rating
The Debate,,https://www.allsides.com/news-source/debate-media-bias,https://www.newsweek.com/the-debate,2707,NA,NA,NA,0,NA,NA,NA,NA,NA,The Debate.html,Podcast,checked0,checked0,0,checked0,checked0,NA,Low or Initial Rating
The Delaware County Daily Times,,https://www.allsides.com/news-source/delaware-county-daily-times,http://www.delcotimes.com/,72,https://twitter.com/delcotimes?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,delcotimes,NA,1,NA,NA,NA,NA,NA,The Delaware County Daily Times.html,News Media,checked0,checked1,492,checked0,checked0,NA,Low or Initial Rating
The Dispatch,RIGHT-CENTER,https://www.allsides.com/news-source/dispatch-media-bias,https://thedispatch.com/,74,https://twitter.com/thedispatch?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,thedispatch,NA,1,NA,NA,NA,NA,NA,The Dispatch.html,News Media,checked0,checked1,399,checked0,checked0,NA,Low or Initial Rating
The Dispatch Fact Check,,https://www.allsides.com/news-source/dispatch-fact-check-media-bias,https://factcheck.thedispatch.com/,73,https://twitter.com/thedispatchfc,TheDispatchFC,NA,1,NA,NA,NA,NA,NA,The Dispatch Fact Check.html,Fact Check,checked1,checked1,99,checked0,checked0,NA,Medium
The Dispatch Podcast,,https://www.allsides.com/news-source/dispatch-podcast-media-bias,https://podcast.thedispatch.com/,74,NA,NA,NA,0,NA,NA,NA,NA,NA,The Dispatch Podcast.html,Podcast,checked0,checked0,5,checked0,checked0,NA,Low or Initial Rating
The Economic Standard,,https://www.allsides.com/news-source/economic-standard-media-bias,https://theeconomicstandard.com/,73,https://twitter.com/econstandard?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,econstandard,NA,1,NA,NA,NA,NA,NA,The Economic Standard.html,Dialogue & Debate,checked0,checked0,36,checked0,checked0,NA,Low or Initial Rating
The Economist,LEAST BIASED,https://www.allsides.com/news-source/economist,http://www.economist.com/,72,https://twitter.com/TheEconomist?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TheEconomist,EconUS,1,theeconomist,NA,NA,NA,NA,The Economist.html,News Media,checked0,checked1,16257,checked0,checked1,Third-Party Analysis: 2014 Pew Research Center Study - Where News Audiences Fit on the Political Spectrum,Medium
The Epoch Times,RIGHT,https://www.allsides.com/news-source/epoch-times-media-bias,https://www.theepochtimes.com,74,https://twitter.com/EpochTimes,EpochTimes,NA,1,epochtimes,NA,NA,NA,NA,The Epoch Times.html,News Media,checked1,checked1,17179,checked1,checked0,NA,Medium
The Federalist,RIGHT,https://www.allsides.com/news-source/federalist,http://thefederalist.com/,75,https://twitter.com/FDRLST,FDRLST,NA,1,fdrlst,NA,NA,NA,NA,The Federalist.html,News Media,checked0,checked1,12139,checked0,checked0,NA,Low or Initial Rating
The Flip Side,LEAST BIASED,https://www.allsides.com/news-source/flip-side-media-bias,https://www.theflipside.io/,2707,https://twitter.com/KnowTheFlipSide?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,KnowTheFlipSide,NA,1,NA,NA,NA,NA,NA,The Flip Side.html,News Media,checked0,checked1,761,checked0,checked0,NA,High
The Fulcrum,LEFT-CENTER,https://www.allsides.com/news-source/fulcrum-media-bias,NA,73,https://twitter.com/fulcrum_us?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,fulcrum_us,NA,1,NA,NA,NA,NA,NA,The Fulcrum.html,News Media,checked0,checked1,326,checked0,checked0,NA,Low or Initial Rating
The Gateway Pundit,EXTREME RIGHT,https://www.allsides.com/news-source/gateway-pundit,http://www.thegatewaypundit.com/,75,https://twitter.com/gatewaypundit,gatewaypundit,NA,1,gatewaypundit,NA,NA,NA,NA,The Gateway Pundit.html,News Media,checked0,checked1,1618,checked0,checked0,NA,Low or Initial Rating
The Globe and Mail,RIGHT-CENTER,https://www.allsides.com/news-source/globe-and-mail-media-bias,https://www.theglobeandmail.com/,73,https://twitter.com/globeandmail,globeandmail,NA,1,globeandmail,NA,NA,NA,NA,The Globe and Mail.html,News Media,checked0,checked1,341,checked0,checked0,NA,Low or Initial Rating
The Glorious American,,https://www.allsides.com/news-source/glorious-american-media-bias,https://thegloriousamerican.com/,75,https://twitter.com/TheGloriousA,TheGloriousA,NA,1,NA,NA,NA,NA,NA,The Glorious American.html,Humor & Satire,checked0,checked0,16,checked0,checked0,NA,Low or Initial Rating
The Guardian,LEFT-CENTER,https://www.allsides.com/news-source/guardian,https://www.theguardian.com/us,72,https://twitter.com/@guardian,guardian,NA,1,guardian,NA,NA,NA,NA,The Guardian.html,News Media,checked0,checked1,22234,checked1,checked1,Third-Party Analysis: 2014 Pew Research Center Study - Where News Audiences Fit on the Political Spectrum,Medium
The Heritage Foundation,,https://www.allsides.com/news-source/heritage-foundation,http://www.heritage.org/,74,https://twitter.com/Heritage?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Heritage,NA,1,NA,NA,NA,NA,NA,The Heritage Foundation.html,Think Tank / Policy Group,checked0,checked1,4794,checked0,checked0,NA,Medium
The Hill,LEAST BIASED,https://www.allsides.com/news-source/hill-media-bias,https://www.thehill.com,73,https://twitter.com/@thehill,thehill,NA,1,thehill,NA,NA,NA,NA,The Hill.html,News Media,checked0,checked1,38223,checked1,checked0,NA,Medium
The Hollywood Reporter,LEFT-CENTER,https://www.allsides.com/news-source/hollywood-reporter-media-bias,https://www.hollywoodreporter.com/,72,https://twitter.com/THR?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,THR,NA,1,NA,NA,NA,NA,NA,The Hollywood Reporter.html,News Media,checked0,checked1,125,checked0,checked0,NA,Low or Initial Rating
The Imaginative Conservative,,https://www.allsides.com/news-source/imaginative-conservative-media-bias,https://theimaginativeconservative.org/,75,https://twitter.com/imaginativecons,imaginativecons,NA,1,NA,NA,NA,NA,NA,The Imaginative Conservative.html,News Media,checked0,checked1,193,checked0,checked0,NA,Medium
The Independent,LEFT-CENTER,https://www.allsides.com/news-source/independent-0,NA,72,NA,NA,NA,0,NA,NA,NA,1,"there is a UK one, mnot sure it is the right one: https://twitter.com/independent",The Independent.html,News Media,checked0,checked1,1010,checked0,checked0,NA,na
The Intercept,LEFT,https://www.allsides.com/news-source/intercept,https://theintercept.com,71,https://twitter.com/theintercept,theintercept,NA,1,theintercept,NA,NA,NA,NA,The Intercept.html,News Media,checked0,checked1,7325,checked0,checked0,NA,Low or Initial Rating
The Japan Times,LEAST BIASED,https://www.allsides.com/news-source/japan-times-media-bias,https://www.japantimes.co.jp/,73,https://twitter.com/japantimes,japantimes,NA,1,thejapantimes,NA,NA,NA,NA,The Japan Times.html,News Media,checked0,checked1,88,checked0,checked0,NA,Low or Initial Rating
The Jerusalem Post,RIGHT-CENTER,https://www.allsides.com/news-source/jerusalem-post-media-bias,NA,73,https://twitter.com/Jerusalem_Post?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Jerusalem_Post,NA,1,NA,NA,NA,NA,NA,The Jerusalem Post.html,News Media,checked0,checked1,605,checked0,checked0,NA,na
The Juggernaut,,https://www.allsides.com/news-source/juggernaut-media-bias,NA,71,https://twitter.com/bethejuggernaut?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,bethejuggernaut,NA,1,NA,NA,NA,NA,NA,The Juggernaut.html,News Media,checked0,checked0,35,checked0,checked0,NA,Low or Initial Rating
The Justice,,https://www.allsides.com/news-source/justice,http://www.thejustice.org/,72,https://twitter.com/thejustice,thejustice,NA,1,NA,NA,NA,NA,NA,The Justice.html,News Media,checked0,checked1,350,checked0,checked0,NA,Low or Initial Rating
The Korea Herald,RIGHT-CENTER,https://www.allsides.com/news-source/korea-herald,http://www.koreaherald.com/index.php,73,https://twitter.com/TheKoreaHerald?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TheKoreaHerald,NA,1,NA,NA,NA,NA,NA,The Korea Herald.html,News Media,checked0,checked1,403,checked0,checked0,NA,Low or Initial Rating
The Libertarian Republic,RIGHT-CENTER,https://www.allsides.com/news-source/libertarian-republic,http://thelibertarianrepublic.com/,74,https://twitter.com/TheLibRepublic?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TheLibRepublic,NA,1,NA,NA,NA,NA,NA,The Libertarian Republic.html,News Media,checked0,checked1,1654,checked0,checked0,NA,Low or Initial Rating
The Lincoln Project,LEFT-CENTER,https://www.allsides.com/news-source/lincoln-project-media-bias,https://lincolnproject.us/,2707,https://twitter.com/ProjectLincoln?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ProjectLincoln,NA,1,NA,NA,NA,NA,NA,The Lincoln Project.html,News Media,checked0,checked1,293,checked0,checked0,NA,Low or Initial Rating
The Lufkin Daily News,,https://www.allsides.com/news-source/lufkin-daily-news-media-bias,http://www.lufkindailynews.com/,73,https://twitter.com/lufkindailynews/,lufkindailynews,NA,1,NA,NA,NA,NA,NA,The Lufkin Daily News.html,News Media,checked0,checked0,27,checked0,checked0,NA,Low or Initial Rating
The Maneater,,https://www.allsides.com/news-source/maneater-media-bias,https://www.themaneater.com/,72,https://twitter.com/TheManeater,TheManeater,NA,1,NA,NA,NA,NA,NA,The Maneater.html,News Media,checked0,checked0,43,checked0,checked0,NA,Low or Initial Rating
The Markup,,https://www.allsides.com/news-source/markup-media-bias,https://themarkup.org/,73,https://twitter.com/themarkup?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,themarkup,NA,1,NA,NA,NA,NA,NA,The Markup.html,News Media,checked0,checked0,55,checked0,checked0,NA,Low or Initial Rating
The Marshall Project,LEAST BIASED,https://www.allsides.com/news-source/marshall-project-media-bias,NA,73,https://twitter.com/MarshallProj?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MarshallProj,NA,1,NA,NA,NA,NA,NA,The Marshall Project.html,News Media,checked0,checked1,138,checked0,checked0,NA,Low or Initial Rating
The Nation,LEFT,https://www.allsides.com/news-source/nation-media-bias,http://www.thenation.com,71,https://twitter.com/thenation,thenation,NA,1,nationmag,NA,NA,NA,NA,The Nation.html,News Media,checked0,checked1,2132,checked0,checked0,NA,na
The National Pulse,EXTREME RIGHT,https://www.allsides.com/news-source/national-pulse-media-bias,https://thenationalpulse.com/,75,NA,NA,NA,0,NA,NA,NA,NA,NA,The National Pulse.html,News Media,checked0,checked1,595,checked0,checked0,NA,Low or Initial Rating
The New Yorker,LEFT,https://www.allsides.com/news-source/new-yorker,https://www.newyorker.com/,71,https://twitter.com/NewYorker,NewYorker,NA,1,newyorkermag,NA,NA,NA,NA,The New Yorker.html,News Media,checked0,checked1,11986,checked0,checked0,NA,Low or Initial Rating
The Observer (New York),RIGHT-CENTER,https://www.allsides.com/news-source/observer,http://observer.com/,73,https://twitter.com/observer,observer,NA,1,observer,NA,NA,NA,NA,The Observer (New York).html,News Media,checked0,checked1,711,checked0,checked0,NA,Low or Initial Rating
